one_month_accumulative,three_month_accumulative,"""zhima_score_num""","""anti_risk_score""",d0,d1,d7,d14,d30
0.0,7.0,593,15.0,0,0,0,0,0
0.0,3.0,705,13.0,0,0,0,0,0
1.0,12.0,569,16.0,0,0,0,0,0
4.0,23.0,610,55.0,1,1,1,1,1
6.0,27.0,621,5.0,0,0,0,0,0
2.0,7.0,569,14.0,0,0,0,0,0
0.0,5.0,551,27.0,1,1,1,1,1
6.0,26.0,612,17.0,0,0,0,0,0
2.0,13.0,608,5.0,1,1,1,0,0
1.0,4.0,591,16.0,1,0,0,0,0
0.0,4.0,562,48.0,1,0,0,0,0
1.0,19.0,634,12.0,0,0,0,0,0
0.0,3.0,579,10.0,1,1,1,1,1
3.0,13.0,612,7.0,0,0,0,0,0
10.0,21.0,618,28.0,0,0,0,0,0
5.0,22.0,687,4.0,0,0,0,0,0
0.0,4.0,602,16.0,1,0,0,0,0
2.0,10.0,598,10.0,0,0,0,0,0
13.0,28.0,570,4.0,0,0,0,0,0
0.0,4.0,550,54.0,1,1,0,0,0
5.0,28.0,593,16.0,1,1,1,1,1
2.0,7.0,576,4.0,0,0,0,0,0
9.0,22.0,603,15.0,0,0,0,0,0
2.0,15.0,563,39.0,0,0,0,0,0
3.0,7.0,558,10.0,1,1,1,0,0
1.0,29.0,550,60.0,1,1,1,1,1
0.0,2.0,688,10.0,0,0,0,0,0
0.0,7.0,587,7.0,0,0,0,0,0
10.0,14.0,552,10.0,0,0,0,0,0
0.0,20.0,564,56.0,0,0,0,0,0
0.0,11.0,576,31.0,0,0,0,0,0
5.0,6.0,610,4.0,1,0,0,0,0
0.0,11.0,550,11.0,1,0,0,0,0
0.0,1.0,551,60.0,0,0,0,0,0
7.0,13.0,593,49.0,0,0,0,0,0
13.0,32.0,637,5.0,0,0,0,0,0
3.0,10.0,635,39.0,1,0,0,0,0
5.0,22.0,672,4.0,0,0,0,0,0
1.0,9.0,618,9.0,0,0,0,0,0
16.0,26.0,603,8.0,0,0,0,0,0
0.0,15.0,605,2.0,1,1,1,1,1
6.0,27.0,708,3.0,0,0,0,0,0
2.0,20.0,627,5.0,1,1,1,1,1
5.0,9.0,578,24.0,1,0,0,0,0
4.0,20.0,647,14.0,0,0,0,0,0
0.0,13.0,631,6.0,1,1,1,1,1
3.0,7.0,552,28.0,1,0,0,0,0
1.0,15.0,595,26.0,1,1,1,1,1
2.0,9.0,615,24.0,0,0,0,0,0
20.0,57.0,604,9.0,0,0,0,0,0
6.0,21.0,604,4.0,0,0,0,0,0
2.0,6.0,550,3.0,0,0,0,0,0
19.0,40.0,622,10.0,0,0,0,0,0
1.0,7.0,551,5.0,1,0,0,0,0
0.0,5.0,651,7.0,1,1,0,0,0
1.0,10.0,590,31.0,1,0,0,0,0
0.0,8.0,565,9.0,1,1,0,0,0
0.0,6.0,568,12.0,1,1,1,1,1
7.0,16.0,578,6.0,0,0,0,0,0
2.0,12.0,583,13.0,0,0,0,0,0
0.0,9.0,569,5.0,1,1,1,1,1
0.0,6.0,638,20.0,0,0,0,0,0
5.0,11.0,594,10.0,1,1,1,1,1
1.0,26.0,597,7.0,1,0,0,0,0
0.0,12.0,550,26.0,1,1,1,1,1
1.0,9.0,612,14.0,0,0,0,0,0
12.0,32.0,575,45.0,0,0,0,0,0
4.0,7.0,639,39.0,0,0,0,0,0
17.0,43.0,576,22.0,0,0,0,0,0
0.0,26.0,610,3.0,0,0,0,0,0
2.0,14.0,616,20.0,0,0,0,0,0
0.0,1.0,596,5.0,0,0,0,0,0
2.0,13.0,628,7.0,0,0,0,0,0
7.0,13.0,598,1.0,1,0,0,0,0
6.0,11.0,594,32.0,0,0,0,0,0
3.0,9.0,591,41.0,1,0,0,0,0
0.0,7.0,602,9.0,0,0,0,0,0
3.0,13.0,585,15.0,0,0,0,0,0
4.0,10.0,665,14.0,0,0,0,0,0
0.0,4.0,593,15.0,1,0,0,0,0
11.0,40.0,593,43.0,0,0,0,0,0
0.0,11.0,582,6.0,1,0,0,0,0
16.0,26.0,580,8.0,1,0,0,0,0
12.0,32.0,530,27.0,0,0,0,0,0
0.0,0.0,576,6.0,0,0,0,0,0
0.0,0.0,601,8.0,0,0,0,0,0
0.0,5.0,605,26.0,0,0,0,0,0
1.0,1.0,616,10.0,0,0,0,0,0
0.0,14.0,593,25.0,1,1,1,1,1
4.0,12.0,607,14.0,1,0,0,0,0
0.0,3.0,582,10.0,0,0,0,0,0
4.0,13.0,604,15.0,0,0,0,0,0
20.0,44.0,637,18.0,0,0,0,0,0
2.0,21.0,659,4.0,1,0,0,0,0
4.0,12.0,622,7.0,0,0,0,0,0
1.0,16.0,603,19.0,1,1,1,1,1
1.0,7.0,550,17.0,0,0,0,0,0
13.0,18.0,600,11.0,1,0,0,0,0
15.0,31.0,635,18.0,0,0,0,0,0
2.0,7.0,598,51.0,1,1,0,0,0
1.0,4.0,550,50.0,1,1,0,0,0
1.0,4.0,550,9.0,1,1,0,0,0
18.0,29.0,600,4.0,1,0,0,0,0
7.0,21.0,625,30.0,0,0,0,0,0
9.0,35.0,581,1.0,0,0,0,0,0
5.0,28.0,590,23.0,0,0,0,0,0
8.0,21.0,648,5.0,1,0,0,0,0
0.0,5.0,613,10.0,1,0,0,0,0
1.0,25.0,586,12.0,1,1,1,1,1
3.0,20.0,643,5.0,1,0,0,0,0
0.0,3.0,555,49.0,1,1,1,1,1
0.0,1.0,618,44.0,1,1,1,1,1
0.0,19.0,611,20.0,1,1,1,1,1
5.0,13.0,586,32.0,0,0,0,0,0
3.0,7.0,588,18.0,0,0,0,0,0
0.0,10.0,550,40.0,1,1,0,0,0
9.0,23.0,565,15.0,1,1,1,1,1
5.0,15.0,599,3.0,0,0,0,0,0
6.0,7.0,617,5.0,1,1,1,1,1
5.0,15.0,566,3.0,1,1,0,0,0
3.0,8.0,613,22.0,0,0,0,0,0
1.0,3.0,596,9.0,1,1,1,1,1
3.0,14.0,602,23.0,1,0,0,0,0
1.0,20.0,604,19.0,1,1,1,1,1
0.0,15.0,590,12.0,1,1,1,1,1
0.0,12.0,550,77.0,1,1,1,1,1
2.0,7.0,553,18.0,0,0,0,0,0
3.0,10.0,591,60.0,0,0,0,0,0
28.0,58.0,645,5.0,0,0,0,0,0
0.0,2.0,575,46.0,1,1,1,0,0
12.0,23.0,542,7.0,1,1,0,0,0
0.0,3.0,612,13.0,1,0,0,0,0
2.0,14.0,591,13.0,0,0,0,0,0
0.0,12.0,587,28.0,1,0,0,0,0
2.0,12.0,617,9.0,0,0,0,0,0
0.0,4.0,597,9.0,1,1,1,1,1
1.0,30.0,637,9.0,0,0,0,0,0
3.0,9.0,584,25.0,1,1,0,0,0
13.0,33.0,653,11.0,0,0,0,0,0
0.0,11.0,598,25.0,1,0,0,0,0
0.0,5.0,550,33.0,1,1,1,1,1
1.0,9.0,551,5.0,0,0,0,0,0
6.0,11.0,605,55.0,0,0,0,0,0
1.0,5.0,570,10.0,1,0,0,0,0
5.0,29.0,730,1.0,0,0,0,0,0
0.0,7.0,577,51.0,0,0,0,0,0
0.0,2.0,603,23.0,1,0,0,0,0
4.0,22.0,592,37.0,1,1,1,1,1
4.0,24.0,595,18.0,0,0,0,0,0
5.0,11.0,603,18.0,1,1,0,0,0
3.0,12.0,587,13.0,0,0,0,0,0
0.0,1.0,662,4.0,1,0,0,0,0
2.0,8.0,629,13.0,1,1,0,0,0
2.0,38.0,651,9.0,1,0,0,0,0
5.0,17.0,608,7.0,0,0,0,0,0
11.0,52.0,690,13.0,0,0,0,0,0
1.0,19.0,560,33.0,0,0,0,0,0
3.0,9.0,597,10.0,0,0,0,0,0
5.0,13.0,663,7.0,0,0,0,0,0
9.0,40.0,625,7.0,0,0,0,0,0
6.0,14.0,585,17.0,0,0,0,0,0
2.0,9.0,572,7.0,0,0,0,0,0
2.0,11.0,628,10.0,1,0,0,0,0
1.0,12.0,561,2.0,0,0,0,0,0
0.0,2.0,631,28.0,1,1,1,1,1
7.0,21.0,662,71.0,0,0,0,0,0
3.0,5.0,606,39.0,0,0,0,0,0
22.0,39.0,604,20.0,0,0,0,0,0
13.0,24.0,601,20.0,0,0,0,0,0
15.0,44.0,552,15.0,0,0,0,0,0
3.0,9.0,593,8.0,1,0,0,0,0
4.0,6.0,613,24.0,1,0,0,0,0
1.0,9.0,587,2.0,0,0,0,0,0
3.0,10.0,576,4.0,1,0,0,0,0
0.0,5.0,636,5.0,1,1,1,1,1
15.0,39.0,594,4.0,0,0,0,0,0
10.0,23.0,689,0.0,1,0,0,0,0
1.0,8.0,550,32.0,1,0,0,0,0
1.0,9.0,550,10.0,1,1,1,1,1
0.0,7.0,599,25.0,1,1,1,1,1
1.0,17.0,633,11.0,1,0,0,0,0
10.0,21.0,684,0.0,0,0,0,0,0
0.0,7.0,570,23.0,1,1,1,1,1
1.0,8.0,625,12.0,0,0,0,0,0
14.0,22.0,572,9.0,1,1,1,1,1
5.0,19.0,590,9.0,1,0,0,0,0
0.0,8.0,633,16.0,0,0,0,0,0
4.0,11.0,569,14.0,1,0,0,0,0
1.0,19.0,651,10.0,1,1,1,1,1
0.0,11.0,636,1.0,0,0,0,0,0
1.0,10.0,701,5.0,0,0,0,0,0
2.0,24.0,573,57.0,0,0,0,0,0
0.0,6.0,550,23.0,1,1,1,0,0
0.0,8.0,577,43.0,1,1,1,1,1
9.0,30.0,550,39.0,0,0,0,0,0
2.0,6.0,587,25.0,1,1,1,1,1
2.0,23.0,550,83.0,1,1,0,0,0
11.0,20.0,607,6.0,0,0,0,0,0
0.0,7.0,604,3.0,0,0,0,0,0
0.0,13.0,569,22.0,1,1,1,1,1
4.0,14.0,571,8.0,0,0,0,0,0
2.0,21.0,550,24.0,1,1,0,0,0
8.0,14.0,659,8.0,1,0,0,0,0
1.0,9.0,582,20.0,0,0,0,0,0
0.0,4.0,550,13.0,1,0,0,0,0
3.0,18.0,609,10.0,1,1,1,1,1
7.0,8.0,581,53.0,0,0,0,0,0
17.0,41.0,601,19.0,0,0,0,0,0
3.0,5.0,661,10.0,0,0,0,0,0
16.0,24.0,582,15.0,0,0,0,0,0
9.0,17.0,617,16.0,0,0,0,0,0
0.0,9.0,607,1.0,1,1,1,1,1
4.0,28.0,619,0.0,0,0,0,0,0
3.0,24.0,700,3.0,0,0,0,0,0
0.0,23.0,624,4.0,1,1,1,0,0
,,550,73.0,1,1,1,1,1
1.0,1.0,619,20.0,0,0,0,0,0
0.0,7.0,572,24.0,1,1,1,1,1
7.0,12.0,614,12.0,1,0,0,0,0
3.0,6.0,604,7.0,1,0,0,0,0
4.0,17.0,551,15.0,0,0,0,0,0
17.0,21.0,557,19.0,0,0,0,0,0
12.0,15.0,660,22.0,0,0,0,0,0
18.0,37.0,632,14.0,0,0,0,0,0
0.0,3.0,550,40.0,1,1,1,1,1
1.0,10.0,627,26.0,1,0,0,0,0
11.0,19.0,596,17.0,0,0,0,0,0
3.0,10.0,611,7.0,1,0,0,0,0
21.0,62.0,658,2.0,0,0,0,0,0
0.0,2.0,553,28.0,1,1,1,1,1
0.0,1.0,550,22.0,1,1,1,1,1
1.0,18.0,604,6.0,1,0,0,0,0
1.0,8.0,625,2.0,0,0,0,0,0
3.0,4.0,555,18.0,0,0,0,0,0
12.0,26.0,639,10.0,0,0,0,0,0
13.0,22.0,643,20.0,0,0,0,0,0
3.0,12.0,585,25.0,1,0,0,0,0
3.0,7.0,607,11.0,0,0,0,0,0
0.0,11.0,622,34.0,0,0,0,0,0
7.0,19.0,625,5.0,1,0,0,0,0
11.0,34.0,598,12.0,1,1,0,0,0
1.0,5.0,589,51.0,0,0,0,0,0
0.0,25.0,571,37.0,1,1,1,1,1
0.0,13.0,580,21.0,1,1,1,1,1
1.0,7.0,619,9.0,0,0,0,0,0
0.0,1.0,576,31.0,1,1,0,0,0
16.0,46.0,722,5.0,0,0,0,0,0
0.0,3.0,595,27.0,1,1,1,1,1
2.0,13.0,550,33.0,1,1,1,1,1
9.0,14.0,585,23.0,0,0,0,0,0
4.0,20.0,657,20.0,0,0,0,0,0
0.0,32.0,665,14.0,0,0,0,0,0
1.0,7.0,571,13.0,1,0,0,0,0
9.0,19.0,627,13.0,0,0,0,0,0
2.0,10.0,604,36.0,1,1,1,1,1
4.0,15.0,615,9.0,0,0,0,0,0
14.0,30.0,621,18.0,0,0,0,0,0
1.0,27.0,613,5.0,0,0,0,0,0
3.0,4.0,578,3.0,1,0,0,0,0
5.0,26.0,638,11.0,1,1,1,1,1
0.0,2.0,577,50.0,0,0,0,0,0
6.0,27.0,562,6.0,0,0,0,0,0
0.0,1.0,661,8.0,0,0,0,0,0
1.0,2.0,634,29.0,0,0,0,0,0
1.0,18.0,565,30.0,0,0,0,0,0
15.0,35.0,679,10.0,1,0,0,0,0
3.0,14.0,577,11.0,0,0,0,0,0
1.0,15.0,629,8.0,0,0,0,0,0
0.0,4.0,607,24.0,1,1,1,1,1
3.0,10.0,653,21.0,0,0,0,0,0
7.0,18.0,593,17.0,0,0,0,0,0
8.0,20.0,573,47.0,0,0,0,0,0
1.0,7.0,512,69.0,1,1,1,1,1
0.0,5.0,569,23.0,0,0,0,0,0
4.0,24.0,558,26.0,1,1,1,1,1
3.0,10.0,550,37.0,1,0,0,0,0
6.0,47.0,600,1.0,0,0,0,0,0
3.0,6.0,668,25.0,0,0,0,0,0
4.0,7.0,553,15.0,0,0,0,0,0
0.0,2.0,626,19.0,0,0,0,0,0
2.0,13.0,634,8.0,0,0,0,0,0
4.0,8.0,671,7.0,0,0,0,0,0
11.0,34.0,718,5.0,1,0,0,0,0
13.0,36.0,622,20.0,1,1,0,0,0
7.0,10.0,557,27.0,0,0,0,0,0
5.0,31.0,681,5.0,1,0,0,0,0
1.0,16.0,662,15.0,1,0,0,0,0
0.0,11.0,650,11.0,0,0,0,0,0
0.0,2.0,562,12.0,0,0,0,0,0
0.0,10.0,596,58.0,1,1,1,1,1
0.0,6.0,587,35.0,0,0,0,0,0
12.0,22.0,615,28.0,0,0,0,0,0
1.0,19.0,586,9.0,1,0,0,0,0
2.0,8.0,614,59.0,0,0,0,0,0
0.0,16.0,612,27.0,1,1,1,1,1
9.0,23.0,667,6.0,0,0,0,0,0
11.0,37.0,671,14.0,0,0,0,0,0
3.0,12.0,634,5.0,0,0,0,0,0
3.0,25.0,550,21.0,0,0,0,0,0
2.0,19.0,642,6.0,0,0,0,0,0
5.0,20.0,574,13.0,1,0,0,0,0
0.0,8.0,622,8.0,1,1,1,1,1
1.0,11.0,589,25.0,0,0,0,0,0
1.0,9.0,604,12.0,0,0,0,0,0
2.0,18.0,619,2.0,0,0,0,0,0
0.0,9.0,594,19.0,1,1,1,1,1
0.0,11.0,550,80.0,1,1,1,1,1
5.0,10.0,629,19.0,0,0,0,0,0
6.0,8.0,590,15.0,1,0,0,0,0
6.0,24.0,638,7.0,1,1,0,0,0
1.0,16.0,593,6.0,0,0,0,0,0
4.0,14.0,656,8.0,0,0,0,0,0
0.0,2.0,609,20.0,0,0,0,0,0
2.0,8.0,550,60.0,1,1,1,1,1
3.0,17.0,602,19.0,1,0,0,0,0
3.0,9.0,621,4.0,1,0,0,0,0
2.0,13.0,613,4.0,0,0,0,0,0
13.0,18.0,606,8.0,0,0,0,0,0
0.0,4.0,619,24.0,1,0,0,0,0
6.0,49.0,637,37.0,1,1,1,1,1
0.0,9.0,562,21.0,1,1,1,1,1
0.0,1.0,560,31.0,0,0,0,0,0
13.0,41.0,615,10.0,1,1,1,1,1
0.0,8.0,597,34.0,1,1,1,1,1
0.0,5.0,550,21.0,1,1,1,1,1
7.0,11.0,562,5.0,0,0,0,0,0
7.0,27.0,636,1.0,0,0,0,0,0
8.0,20.0,645,7.0,0,0,0,0,0
6.0,26.0,554,26.0,1,0,0,0,0
10.0,17.0,617,15.0,0,0,0,0,0
0.0,3.0,550,24.0,1,1,1,1,1
2.0,6.0,545,5.0,0,0,0,0,0
11.0,32.0,553,32.0,0,0,0,0,0
0.0,5.0,550,27.0,0,0,0,0,0
0.0,32.0,604,8.0,1,1,0,0,0
0.0,3.0,550,48.0,1,1,1,1,1
4.0,8.0,584,17.0,1,0,0,0,0
8.0,19.0,552,9.0,0,0,0,0,0
2.0,35.0,604,29.0,1,1,1,1,1
23.0,47.0,589,14.0,0,0,0,0,0
12.0,34.0,649,3.0,0,0,0,0,0
10.0,24.0,556,11.0,0,0,0,0,0
0.0,7.0,657,19.0,1,0,0,0,0
14.0,35.0,600,40.0,0,0,0,0,0
0.0,10.0,672,8.0,0,0,0,0,0
1.0,6.0,614,3.0,0,0,0,0,0
0.0,8.0,576,81.0,1,1,1,1,1
4.0,12.0,641,25.0,1,1,0,0,0
13.0,20.0,630,13.0,0,0,0,0,0
1.0,4.0,562,7.0,1,0,0,0,0
0.0,2.0,563,7.0,0,0,0,0,0
0.0,6.0,657,4.0,1,0,0,0,0
4.0,6.0,553,7.0,0,0,0,0,0
0.0,4.0,550,50.0,0,0,0,0,0
2.0,11.0,567,9.0,1,0,0,0,0
0.0,12.0,550,79.0,1,1,1,1,1
1.0,22.0,634,0.0,0,0,0,0,0
0.0,1.0,575,28.0,0,0,0,0,0
0.0,33.0,603,21.0,1,1,1,1,1
2.0,17.0,644,0.0,1,0,0,0,0
0.0,12.0,550,83.0,1,1,1,1,1
15.0,28.0,607,20.0,0,0,0,0,0
0.0,20.0,634,10.0,1,0,0,0,0
2.0,10.0,597,7.0,1,1,0,0,0
1.0,8.0,573,11.0,1,1,1,1,1
0.0,5.0,635,5.0,0,0,0,0,0
6.0,17.0,630,5.0,0,0,0,0,0
0.0,3.0,584,31.0,0,0,0,0,0
1.0,14.0,571,22.0,0,0,0,0,0
4.0,11.0,595,19.0,1,1,1,1,1
5.0,17.0,644,59.0,1,0,0,0,0
6.0,23.0,628,11.0,0,0,0,0,0
3.0,14.0,676,17.0,1,1,1,1,1
1.0,7.0,648,10.0,0,0,0,0,0
1.0,8.0,550,9.0,1,1,1,1,1
0.0,14.0,588,23.0,0,0,0,0,0
0.0,3.0,550,4.0,1,0,0,0,0
2.0,6.0,564,4.0,0,0,0,0,0
0.0,8.0,550,36.0,1,1,1,1,1
2.0,14.0,586,5.0,0,0,0,0,0
0.0,1.0,560,15.0,1,1,1,1,1
8.0,23.0,657,9.0,0,0,0,0,0
14.0,38.0,644,7.0,0,0,0,0,0
4.0,13.0,633,88.0,0,0,0,0,0
0.0,4.0,597,14.0,1,1,1,1,1
2.0,9.0,550,40.0,1,1,1,1,1
0.0,17.0,625,74.0,0,0,0,0,0
9.0,10.0,608,10.0,0,0,0,0,0
10.0,16.0,632,5.0,1,0,0,0,0
3.0,7.0,627,17.0,0,0,0,0,0
1.0,18.0,605,24.0,1,1,1,1,1
0.0,9.0,568,17.0,0,0,0,0,0
0.0,3.0,640,8.0,1,1,1,1,0
13.0,49.0,638,3.0,0,0,0,0,0
12.0,37.0,627,5.0,0,0,0,0,0
0.0,22.0,598,12.0,0,0,0,0,0
11.0,41.0,618,5.0,1,0,0,0,0
0.0,3.0,551,11.0,0,0,0,0,0
11.0,25.0,688,13.0,0,0,0,0,0
6.0,16.0,589,15.0,0,0,0,0,0
12.0,14.0,599,14.0,1,1,1,1,1
12.0,27.0,619,13.0,0,0,0,0,0
2.0,4.0,677,5.0,0,0,0,0,0
0.0,12.0,552,11.0,0,0,0,0,0
0.0,5.0,597,14.0,0,0,0,0,0
14.0,33.0,634,30.0,1,1,1,1,1
6.0,12.0,607,23.0,0,0,0,0,0
2.0,7.0,560,26.0,1,0,0,0,0
12.0,39.0,618,35.0,1,1,0,0,0
7.0,10.0,587,21.0,0,0,0,0,0
0.0,13.0,652,4.0,1,0,0,0,0
2.0,5.0,550,13.0,0,0,0,0,0
1.0,4.0,673,2.0,0,0,0,0,0
25.0,34.0,608,29.0,0,0,0,0,0
2.0,5.0,552,10.0,1,1,0,0,0
6.0,16.0,567,36.0,0,0,0,0,0
20.0,48.0,586,17.0,0,0,0,0,0
1.0,4.0,578,3.0,0,0,0,0,0
3.0,13.0,550,40.0,1,1,1,1,1
3.0,12.0,588,12.0,0,0,0,0,0
7.0,10.0,575,52.0,0,0,0,0,0
0.0,15.0,598,13.0,1,1,1,1,1
14.0,25.0,602,27.0,0,0,0,0,0
7.0,32.0,598,7.0,1,1,0,0,0
1.0,15.0,586,65.0,1,1,1,1,1
0.0,1.0,685,37.0,0,0,0,0,0
1.0,13.0,601,23.0,0,0,0,0,0
1.0,5.0,576,9.0,1,1,1,1,0
2.0,18.0,618,20.0,1,1,1,1,1
0.0,0.0,550,47.0,1,1,1,0,0
9.0,23.0,575,28.0,0,0,0,0,0
10.0,18.0,550,30.0,0,0,0,0,0
5.0,19.0,629,5.0,1,0,0,0,0
3.0,15.0,581,1.0,0,0,0,0,0
0.0,10.0,611,20.0,1,1,1,1,0
0.0,0.0,608,46.0,0,0,0,0,0
0.0,3.0,649,2.0,1,1,0,0,0
0.0,1.0,550,57.0,1,0,0,0,0
9.0,34.0,655,15.0,1,0,0,0,0
8.0,19.0,608,6.0,1,1,1,1,1
5.0,6.0,615,10.0,1,1,1,1,1
0.0,16.0,568,49.0,1,1,1,1,1
15.0,43.0,578,32.0,0,0,0,0,0
12.0,26.0,557,25.0,0,0,0,0,0
0.0,14.0,563,23.0,1,1,1,1,1
3.0,8.0,601,1.0,1,1,1,1,1
3.0,21.0,588,19.0,1,1,1,1,1
6.0,18.0,649,6.0,0,0,0,0,0
4.0,4.0,550,6.0,1,0,0,0,0
7.0,21.0,655,10.0,1,0,0,0,0
2.0,2.0,604,5.0,0,0,0,0,0
0.0,11.0,552,26.0,1,1,1,0,0
0.0,8.0,586,36.0,1,1,1,1,0
0.0,6.0,606,64.0,1,1,1,1,1
1.0,3.0,593,19.0,1,0,0,0,0
0.0,4.0,633,11.0,1,0,0,0,0
5.0,18.0,617,16.0,1,0,0,0,0
1.0,9.0,584,28.0,0,0,0,0,0
0.0,0.0,550,26.0,1,1,0,0,0
5.0,24.0,618,18.0,0,0,0,0,0
2.0,8.0,625,23.0,0,0,0,0,0
3.0,9.0,611,21.0,1,0,0,0,0
0.0,8.0,627,13.0,1,0,0,0,0
0.0,4.0,619,39.0,1,1,1,1,1
5.0,11.0,554,15.0,0,0,0,0,0
0.0,5.0,618,5.0,1,0,0,0,0
7.0,25.0,582,8.0,1,1,0,0,0
0.0,1.0,570,47.0,1,1,1,1,1
6.0,18.0,649,11.0,1,1,0,0,0
4.0,19.0,609,10.0,1,0,0,0,0
9.0,23.0,633,17.0,1,1,0,0,0
2.0,19.0,624,12.0,0,0,0,0,0
7.0,29.0,764,10.0,0,0,0,0,0
5.0,15.0,626,17.0,0,0,0,0,0
2.0,11.0,616,5.0,0,0,0,0,0
9.0,34.0,631,5.0,0,0,0,0,0
6.0,24.0,597,5.0,1,1,0,0,0
13.0,35.0,641,5.0,1,0,0,0,0
0.0,4.0,670,10.0,0,0,0,0,0
0.0,8.0,570,16.0,1,1,1,1,1
2.0,16.0,622,10.0,0,0,0,0,0
2.0,11.0,550,52.0,1,0,0,0,0
0.0,2.0,576,62.0,1,1,1,0,0
0.0,12.0,620,37.0,0,0,0,0,0
0.0,5.0,578,39.0,1,0,0,0,0
0.0,2.0,644,7.0,0,0,0,0,0
4.0,8.0,550,9.0,0,0,0,0,0
5.0,18.0,579,23.0,0,0,0,0,0
3.0,8.0,587,30.0,1,0,0,0,0
0.0,9.0,518,29.0,0,0,0,0,0
17.0,35.0,550,57.0,0,0,0,0,0
0.0,14.0,553,12.0,0,0,0,0,0
6.0,24.0,628,1.0,1,0,0,0,0
1.0,4.0,616,6.0,0,0,0,0,0
0.0,33.0,586,18.0,1,1,1,1,1
2.0,19.0,648,16.0,0,0,0,0,0
22.0,45.0,589,6.0,0,0,0,0,0
2.0,10.0,704,3.0,1,0,0,0,0
5.0,33.0,587,13.0,0,0,0,0,0
3.0,7.0,560,17.0,0,0,0,0,0
0.0,5.0,583,15.0,1,1,1,0,0
2.0,7.0,689,30.0,0,0,0,0,0
1.0,10.0,651,31.0,0,0,0,0,0
22.0,39.0,568,66.0,0,0,0,0,0
3.0,7.0,629,12.0,0,0,0,0,0
15.0,38.0,569,30.0,1,0,0,0,0
2.0,6.0,592,14.0,1,0,0,0,0
5.0,34.0,563,13.0,1,0,0,0,0
2.0,15.0,676,1.0,0,0,0,0,0
1.0,8.0,588,28.0,1,1,1,1,1
6.0,14.0,614,48.0,0,0,0,0,0
5.0,10.0,632,5.0,0,0,0,0,0
5.0,42.0,559,17.0,1,1,1,1,1
7.0,11.0,573,29.0,1,1,1,1,1
10.0,28.0,632,10.0,0,0,0,0,0
2.0,16.0,615,11.0,0,0,0,0,0
3.0,19.0,728,16.0,1,0,0,0,0
1.0,6.0,622,18.0,0,0,0,0,0
15.0,20.0,591,6.0,0,0,0,0,0
1.0,8.0,550,33.0,1,1,1,1,1
0.0,9.0,649,11.0,1,1,1,1,1
7.0,19.0,609,6.0,0,0,0,0,0
8.0,18.0,554,13.0,1,1,1,1,0
0.0,5.0,557,35.0,1,1,0,0,0
0.0,9.0,565,52.0,1,1,1,1,1
2.0,10.0,579,35.0,1,1,1,1,1
4.0,12.0,595,34.0,0,0,0,0,0
0.0,14.0,591,38.0,1,1,1,1,1
2.0,8.0,554,7.0,1,0,0,0,0
2.0,15.0,692,33.0,0,0,0,0,0
6.0,19.0,603,3.0,0,0,0,0,0
12.0,44.0,619,12.0,0,0,0,0,0
0.0,12.0,601,8.0,0,0,0,0,0
3.0,18.0,613,3.0,0,0,0,0,0
17.0,32.0,652,4.0,0,0,0,0,0
23.0,36.0,555,14.0,0,0,0,0,0
2.0,2.0,606,29.0,0,0,0,0,0
0.0,6.0,550,15.0,1,1,1,1,1
19.0,35.0,619,39.0,0,0,0,0,0
16.0,31.0,653,8.0,0,0,0,0,0
3.0,5.0,601,31.0,0,0,0,0,0
0.0,6.0,617,22.0,1,1,0,0,0
0.0,2.0,583,25.0,0,0,0,0,0
7.0,27.0,679,5.0,0,0,0,0,0
0.0,17.0,599,14.0,1,1,1,1,0
29.0,42.0,597,32.0,1,1,1,1,1
6.0,17.0,595,24.0,0,0,0,0,0
0.0,52.0,708,6.0,1,0,0,0,0
,,599,5.0,0,0,0,0,0
6.0,17.0,577,8.0,0,0,0,0,0
3.0,10.0,615,13.0,0,0,0,0,0
7.0,39.0,642,3.0,1,0,0,0,0
4.0,13.0,665,5.0,1,0,0,0,0
0.0,3.0,650,8.0,0,0,0,0,0
26.0,45.0,605,6.0,0,0,0,0,0
1.0,7.0,710,2.0,1,1,1,1,1
8.0,16.0,681,12.0,0,0,0,0,0
3.0,8.0,592,12.0,1,1,1,0,0
4.0,8.0,587,8.0,1,1,1,1,1
11.0,19.0,636,13.0,0,0,0,0,0
6.0,25.0,666,5.0,1,0,0,0,0
6.0,24.0,604,17.0,1,0,0,0,0
9.0,21.0,590,21.0,1,0,0,0,0
1.0,3.0,621,16.0,1,1,1,1,1
4.0,11.0,640,3.0,0,0,0,0,0
4.0,20.0,666,13.0,0,0,0,0,0
1.0,9.0,592,35.0,0,0,0,0,0
14.0,22.0,604,25.0,0,0,0,0,0
0.0,5.0,603,16.0,1,1,1,1,1
0.0,8.0,633,12.0,0,0,0,0,0
4.0,10.0,597,13.0,0,0,0,0,0
3.0,13.0,572,13.0,0,0,0,0,0
0.0,19.0,596,13.0,1,1,1,1,0
5.0,7.0,716,5.0,0,0,0,0,0
0.0,5.0,567,13.0,1,1,1,1,1
0.0,4.0,553,36.0,1,1,1,1,1
4.0,15.0,637,11.0,0,0,0,0,0
4.0,18.0,654,10.0,0,0,0,0,0
6.0,12.0,612,8.0,0,0,0,0,0
3.0,12.0,701,8.0,0,0,0,0,0
0.0,8.0,595,29.0,1,1,1,1,1
