one_month_accumulative,three_month_accumulative,"""zhima_score_num""","""anti_risk_score""",d0,d1,d7,d14,d30
1.0,12.0,666,9.0,1,1,1,1,1
28.0,55.0,630,41.0,0,0,0,0,0
0.0,3.0,680,8.0,1,1,1,1,1
10.0,23.0,624,12.0,0,0,0,0,0
9.0,24.0,576,22.0,1,0,0,0,0
24.0,44.0,655,5.0,0,0,0,0,0
1.0,19.0,594,37.0,0,0,0,0,0
2.0,7.0,580,13.0,1,1,0,0,0
1.0,4.0,612,32.0,0,0,0,0,0
2.0,4.0,614,5.0,0,0,0,0,0
9.0,19.0,587,54.0,0,0,0,0,0
2.0,13.0,683,7.0,0,0,0,0,0
5.0,15.0,672,43.0,0,0,0,0,0
3.0,29.0,576,11.0,1,1,1,1,0
2.0,5.0,598,5.0,0,0,0,0,0
0.0,13.0,668,16.0,1,1,1,1,1
0.0,0.0,598,52.0,0,0,0,0,0
14.0,27.0,550,18.0,0,0,0,0,0
7.0,16.0,602,11.0,0,0,0,0,0
6.0,12.0,612,8.0,1,0,0,0,0
2.0,9.0,634,7.0,0,0,0,0,0
1.0,2.0,601,11.0,0,0,0,0,0
2.0,14.0,515,15.0,0,0,0,0,0
12.0,20.0,611,8.0,0,0,0,0,0
10.0,21.0,636,8.0,0,0,0,0,0
1.0,15.0,550,15.0,1,1,1,1,1
4.0,8.0,664,11.0,1,0,0,0,0
5.0,36.0,605,22.0,0,0,0,0,0
8.0,13.0,608,6.0,0,0,0,0,0
9.0,10.0,609,8.0,1,0,0,0,0
8.0,11.0,595,34.0,0,0,0,0,0
0.0,3.0,553,53.0,0,0,0,0,0
7.0,10.0,586,2.0,0,0,0,0,0
23.0,49.0,566,30.0,0,0,0,0,0
2.0,7.0,606,15.0,0,0,0,0,0
11.0,16.0,600,10.0,1,0,0,0,0
0.0,9.0,758,22.0,0,0,0,0,0
2.0,8.0,594,21.0,1,0,0,0,0
0.0,2.0,612,2.0,1,0,0,0,0
4.0,7.0,617,16.0,0,0,0,0,0
6.0,10.0,608,20.0,1,0,0,0,0
1.0,19.0,552,28.0,1,1,1,1,1
43.0,57.0,699,23.0,1,0,0,0,0
3.0,12.0,651,8.0,1,0,0,0,0
7.0,15.0,568,17.0,1,1,0,0,0
8.0,16.0,584,11.0,0,0,0,0,0
0.0,6.0,609,15.0,0,0,0,0,0
4.0,11.0,555,35.0,1,1,1,1,0
7.0,24.0,646,7.0,0,0,0,0,0
0.0,13.0,644,5.0,1,0,0,0,0
2.0,29.0,581,8.0,0,0,0,0,0
11.0,26.0,603,8.0,0,0,0,0,0
20.0,35.0,575,19.0,0,0,0,0,0
7.0,25.0,607,7.0,0,0,0,0,0
2.0,9.0,577,24.0,1,1,1,1,1
2.0,11.0,574,2.0,1,0,0,0,0
5.0,6.0,560,39.0,1,1,1,1,1
1.0,9.0,576,28.0,1,0,0,0,0
4.0,22.0,559,19.0,1,0,0,0,0
14.0,32.0,643,5.0,1,0,0,0,0
11.0,28.0,626,5.0,0,0,0,0,0
0.0,8.0,560,18.0,1,1,0,0,0
3.0,4.0,682,15.0,0,0,0,0,0
5.0,14.0,641,8.0,0,0,0,0,0
9.0,37.0,580,36.0,0,0,0,0,0
5.0,19.0,683,18.0,0,0,0,0,0
2.0,13.0,550,20.0,0,0,0,0,0
0.0,3.0,587,12.0,1,0,0,0,0
1.0,10.0,570,31.0,0,0,0,0,0
11.0,36.0,572,60.0,1,0,0,0,0
10.0,17.0,649,23.0,1,0,0,0,0
0.0,2.0,597,37.0,1,0,0,0,0
1.0,7.0,608,11.0,0,0,0,0,0
2.0,12.0,588,12.0,0,0,0,0,0
5.0,16.0,594,14.0,0,0,0,0,0
2.0,2.0,585,10.0,0,0,0,0,0
0.0,11.0,598,16.0,0,0,0,0,0
4.0,14.0,571,14.0,1,1,1,1,1
5.0,9.0,650,27.0,0,0,0,0,0
3.0,6.0,617,10.0,0,0,0,0,0
2.0,14.0,708,2.0,0,0,0,0,0
1.0,30.0,587,44.0,1,1,1,1,0
,,585,22.0,0,0,0,0,0
2.0,7.0,627,8.0,0,0,0,0,0
18.0,31.0,607,6.0,0,0,0,0,0
0.0,4.0,544,4.0,0,0,0,0,0
15.0,35.0,698,8.0,0,0,0,0,0
0.0,1.0,611,11.0,0,0,0,0,0
12.0,20.0,582,6.0,0,0,0,0,0
8.0,20.0,600,37.0,0,0,0,0,0
9.0,26.0,617,33.0,1,0,0,0,0
13.0,39.0,596,5.0,0,0,0,0,0
1.0,11.0,595,26.0,1,1,1,0,0
2.0,5.0,610,16.0,0,0,0,0,0
6.0,17.0,609,14.0,0,0,0,0,0
4.0,6.0,609,17.0,1,0,0,0,0
0.0,15.0,569,32.0,1,0,0,0,0
3.0,6.0,631,39.0,0,0,0,0,0
2.0,8.0,590,14.0,1,1,1,1,1
9.0,25.0,606,18.0,0,0,0,0,0
6.0,24.0,599,28.0,1,1,1,1,1
0.0,10.0,616,28.0,0,0,0,0,0
0.0,7.0,637,16.0,1,1,0,0,0
14.0,18.0,633,7.0,0,0,0,0,0
0.0,16.0,550,5.0,1,0,0,0,0
0.0,3.0,623,2.0,0,0,0,0,0
16.0,36.0,626,18.0,0,0,0,0,0
0.0,8.0,602,15.0,0,0,0,0,0
1.0,8.0,561,39.0,1,1,1,1,1
5.0,21.0,607,17.0,1,0,0,0,0
15.0,37.0,694,15.0,1,0,0,0,0
2.0,9.0,601,20.0,0,0,0,0,0
0.0,2.0,616,20.0,1,0,0,0,0
6.0,25.0,602,36.0,0,0,0,0,0
7.0,22.0,550,9.0,0,0,0,0,0
4.0,15.0,550,10.0,1,1,0,0,0
1.0,14.0,556,2.0,1,0,0,0,0
7.0,15.0,563,16.0,1,1,0,0,0
0.0,8.0,606,29.0,1,1,1,1,1
2.0,8.0,637,19.0,0,0,0,0,0
1.0,17.0,598,63.0,1,0,0,0,0
2.0,3.0,571,7.0,0,0,0,0,0
11.0,31.0,631,6.0,1,0,0,0,0
0.0,2.0,550,68.0,1,1,1,1,1
20.0,42.0,572,5.0,0,0,0,0,0
5.0,18.0,611,9.0,0,0,0,0,0
9.0,32.0,619,4.0,0,0,0,0,0
0.0,6.0,597,22.0,1,1,0,0,0
0.0,10.0,640,16.0,1,1,0,0,0
6.0,22.0,615,28.0,1,1,1,1,1
0.0,3.0,550,14.0,1,1,1,1,1
4.0,19.0,676,11.0,0,0,0,0,0
6.0,16.0,560,14.0,0,0,0,0,0
1.0,28.0,604,32.0,1,1,1,0,0
7.0,25.0,647,7.0,0,0,0,0,0
1.0,6.0,667,23.0,0,0,0,0,0
1.0,4.0,576,9.0,1,0,0,0,0
26.0,52.0,621,15.0,0,0,0,0,0
0.0,4.0,590,18.0,1,0,0,0,0
0.0,7.0,577,87.0,0,0,0,0,0
0.0,6.0,550,40.0,1,1,1,1,1
4.0,6.0,592,24.0,0,0,0,0,0
12.0,39.0,597,7.0,0,0,0,0,0
17.0,37.0,673,38.0,1,0,0,0,0
0.0,5.0,618,33.0,1,1,1,0,0
6.0,19.0,639,10.0,0,0,0,0,0
4.0,12.0,670,11.0,0,0,0,0,0
8.0,26.0,585,33.0,1,1,1,1,1
0.0,3.0,551,13.0,0,0,0,0,0
1.0,12.0,550,52.0,1,1,0,0,0
9.0,33.0,607,8.0,0,0,0,0,0
0.0,3.0,569,13.0,1,1,1,1,1
21.0,44.0,670,24.0,0,0,0,0,0
10.0,26.0,590,34.0,0,0,0,0,0
3.0,12.0,604,32.0,1,1,1,1,1
2.0,17.0,566,24.0,0,0,0,0,0
6.0,25.0,587,8.0,0,0,0,0,0
10.0,15.0,595,24.0,0,0,0,0,0
0.0,1.0,550,28.0,0,0,0,0,0
2.0,10.0,656,16.0,1,0,0,0,0
7.0,41.0,582,31.0,1,1,1,1,1
11.0,38.0,656,5.0,1,0,0,0,0
1.0,8.0,595,8.0,0,0,0,0,0
4.0,16.0,632,10.0,0,0,0,0,0
3.0,22.0,627,40.0,1,1,1,1,1
0.0,6.0,637,22.0,0,0,0,0,0
1.0,24.0,552,14.0,0,0,0,0,0
14.0,30.0,614,46.0,0,0,0,0,0
0.0,3.0,572,11.0,0,0,0,0,0
3.0,13.0,587,33.0,1,1,1,0,0
15.0,30.0,620,17.0,0,0,0,0,0
0.0,2.0,610,11.0,0,0,0,0,0
1.0,17.0,681,4.0,0,0,0,0,0
3.0,20.0,611,25.0,0,0,0,0,0
6.0,11.0,610,10.0,0,0,0,0,0
24.0,49.0,637,15.0,0,0,0,0,0
3.0,22.0,550,34.0,0,0,0,0,0
1.0,18.0,550,20.0,1,1,1,0,0
6.0,40.0,571,25.0,1,1,1,0,0
15.0,36.0,672,12.0,1,0,0,0,0
1.0,21.0,637,38.0,0,0,0,0,0
7.0,24.0,577,10.0,0,0,0,0,0
5.0,10.0,614,19.0,1,0,0,0,0
6.0,12.0,697,11.0,0,0,0,0,0
7.0,23.0,628,4.0,0,0,0,0,0
0.0,4.0,553,54.0,1,1,1,0,0
0.0,13.0,606,39.0,1,1,0,0,0
1.0,10.0,550,44.0,1,1,0,0,0
4.0,37.0,618,14.0,0,0,0,0,0
0.0,17.0,581,9.0,1,1,1,1,1
7.0,17.0,595,7.0,1,1,1,0,0
1.0,13.0,565,30.0,1,1,1,1,1
11.0,45.0,623,54.0,0,0,0,0,0
0.0,18.0,667,10.0,1,0,0,0,0
2.0,13.0,560,31.0,1,1,1,1,1
1.0,29.0,620,5.0,1,0,0,0,0
1.0,4.0,643,17.0,0,0,0,0,0
2.0,7.0,604,35.0,0,0,0,0,0
0.0,3.0,693,6.0,0,0,0,0,0
17.0,25.0,566,12.0,0,0,0,0,0
1.0,16.0,621,3.0,1,1,1,1,1
9.0,18.0,603,40.0,1,1,0,0,0
0.0,5.0,595,7.0,0,0,0,0,0
6.0,14.0,557,36.0,0,0,0,0,0
2.0,4.0,598,10.0,0,0,0,0,0
11.0,34.0,622,8.0,0,0,0,0,0
5.0,35.0,558,90.0,0,0,0,0,0
0.0,14.0,532,16.0,1,1,1,1,1
6.0,19.0,645,3.0,1,0,0,0,0
4.0,27.0,585,12.0,1,1,0,0,0
0.0,7.0,550,44.0,1,1,1,1,1
3.0,11.0,632,17.0,0,0,0,0,0
0.0,8.0,578,41.0,0,0,0,0,0
2.0,11.0,609,16.0,0,0,0,0,0
1.0,14.0,605,36.0,1,1,0,0,0
2.0,8.0,625,7.0,0,0,0,0,0
0.0,3.0,613,13.0,1,0,0,0,0
0.0,7.0,579,45.0,1,1,1,1,1
1.0,13.0,701,1.0,1,0,0,0,0
0.0,2.0,626,4.0,0,0,0,0,0
0.0,18.0,645,5.0,0,0,0,0,0
13.0,44.0,558,14.0,1,1,0,0,0
4.0,25.0,670,12.0,1,0,0,0,0
3.0,13.0,737,9.0,0,0,0,0,0
2.0,6.0,587,14.0,1,1,1,1,1
2.0,24.0,564,35.0,1,1,1,1,1
0.0,20.0,597,11.0,1,1,1,1,1
25.0,53.0,627,27.0,0,0,0,0,0
13.0,23.0,619,12.0,0,0,0,0,0
2.0,11.0,603,30.0,0,0,0,0,0
13.0,41.0,615,3.0,0,0,0,0,0
8.0,15.0,594,16.0,0,0,0,0,0
3.0,6.0,592,13.0,0,0,0,0,0
2.0,7.0,591,28.0,1,0,0,0,0
2.0,5.0,589,24.0,0,0,0,0,0
3.0,11.0,582,27.0,0,0,0,0,0
0.0,4.0,532,43.0,1,1,1,1,1
0.0,14.0,613,17.0,0,0,0,0,0
20.0,34.0,601,45.0,1,0,0,0,0
0.0,12.0,557,27.0,1,1,1,1,1
1.0,9.0,604,10.0,0,0,0,0,0
0.0,3.0,560,49.0,1,1,1,1,1
0.0,11.0,568,54.0,0,0,0,0,0
0.0,3.0,561,13.0,1,1,1,0,0
5.0,20.0,635,63.0,0,0,0,0,0
0.0,8.0,550,65.0,0,0,0,0,0
6.0,16.0,661,2.0,1,0,0,0,0
6.0,13.0,691,3.0,0,0,0,0,0
7.0,35.0,634,28.0,0,0,0,0,0
0.0,10.0,598,14.0,1,1,0,0,0
1.0,23.0,588,51.0,0,0,0,0,0
11.0,50.0,619,8.0,1,1,1,1,1
3.0,8.0,550,30.0,1,0,0,0,0
5.0,18.0,635,40.0,0,0,0,0,0
7.0,16.0,585,9.0,1,0,0,0,0
8.0,29.0,663,6.0,1,0,0,0,0
1.0,10.0,632,18.0,0,0,0,0,0
0.0,2.0,565,22.0,1,0,0,0,0
2.0,14.0,635,15.0,0,0,0,0,0
0.0,1.0,550,13.0,1,0,0,0,0
0.0,2.0,591,11.0,0,0,0,0,0
11.0,17.0,591,23.0,0,0,0,0,0
0.0,22.0,579,68.0,1,1,1,1,1
26.0,48.0,592,55.0,1,1,1,1,1
9.0,17.0,607,19.0,0,0,0,0,0
2.0,13.0,633,33.0,0,0,0,0,0
14.0,34.0,621,17.0,0,0,0,0,0
0.0,6.0,550,3.0,1,1,1,1,1
0.0,6.0,577,11.0,1,0,0,0,0
0.0,10.0,639,10.0,1,0,0,0,0
1.0,7.0,600,49.0,1,0,0,0,0
2.0,2.0,566,34.0,0,0,0,0,0
11.0,33.0,658,6.0,0,0,0,0,0
16.0,28.0,698,16.0,0,0,0,0,0
0.0,10.0,600,48.0,1,1,1,1,1
3.0,9.0,567,7.0,0,0,0,0,0
0.0,3.0,552,6.0,0,0,0,0,0
3.0,16.0,581,9.0,1,0,0,0,0
0.0,6.0,621,33.0,1,1,0,0,0
5.0,19.0,599,23.0,0,0,0,0,0
1.0,18.0,572,16.0,1,1,1,1,1
13.0,29.0,607,9.0,0,0,0,0,0
0.0,7.0,608,44.0,1,1,0,0,0
1.0,7.0,565,11.0,0,0,0,0,0
3.0,10.0,577,26.0,1,0,0,0,0
0.0,16.0,645,8.0,1,1,0,0,0
9.0,23.0,637,3.0,0,0,0,0,0
2.0,7.0,628,12.0,1,0,0,0,0
1.0,1.0,581,6.0,0,0,0,0,0
0.0,13.0,576,10.0,1,1,0,0,0
0.0,0.0,598,10.0,0,0,0,0,0
7.0,14.0,575,42.0,0,0,0,0,0
2.0,14.0,603,6.0,0,0,0,0,0
0.0,7.0,553,14.0,1,1,1,1,1
9.0,31.0,615,15.0,1,1,0,0,0
0.0,5.0,554,32.0,1,1,1,1,1
0.0,21.0,564,11.0,1,1,1,1,1
4.0,11.0,605,26.0,0,0,0,0,0
0.0,6.0,585,17.0,0,0,0,0,0
2.0,9.0,596,8.0,0,0,0,0,0
1.0,5.0,607,11.0,0,0,0,0,0
2.0,26.0,552,51.0,1,1,1,1,1
0.0,4.0,595,27.0,1,1,0,0,0
6.0,13.0,583,11.0,0,0,0,0,0
0.0,10.0,611,7.0,1,1,1,1,1
6.0,22.0,565,38.0,0,0,0,0,0
18.0,49.0,651,6.0,0,0,0,0,0
0.0,0.0,577,31.0,1,1,1,1,1
10.0,30.0,713,5.0,0,0,0,0,0
16.0,27.0,613,16.0,1,0,0,0,0
0.0,4.0,595,11.0,0,0,0,0,0
1.0,12.0,578,20.0,1,1,1,0,0
0.0,3.0,672,17.0,0,0,0,0,0
3.0,8.0,567,8.0,0,0,0,0,0
5.0,10.0,598,11.0,0,0,0,0,0
1.0,12.0,669,12.0,0,0,0,0,0
9.0,33.0,565,2.0,0,0,0,0,0
10.0,33.0,589,16.0,0,0,0,0,0
0.0,3.0,605,22.0,1,1,1,1,1
12.0,43.0,653,9.0,0,0,0,0,0
5.0,19.0,617,27.0,1,1,1,1,1
2.0,32.0,601,10.0,0,0,0,0,0
5.0,14.0,645,63.0,0,0,0,0,0
5.0,8.0,667,35.0,1,0,0,0,0
11.0,22.0,613,3.0,0,0,0,0,0
0.0,6.0,571,33.0,0,0,0,0,0
17.0,48.0,622,20.0,0,0,0,0,0
11.0,35.0,606,23.0,0,0,0,0,0
0.0,3.0,631,1.0,1,0,0,0,0
8.0,15.0,627,15.0,0,0,0,0,0
0.0,6.0,587,6.0,1,1,1,1,1
4.0,28.0,574,22.0,1,1,1,1,0
8.0,16.0,598,11.0,0,0,0,0,0
14.0,36.0,587,4.0,0,0,0,0,0
4.0,10.0,609,3.0,0,0,0,0,0
2.0,8.0,550,15.0,1,1,0,0,0
8.0,38.0,599,82.0,0,0,0,0,0
1.0,10.0,571,21.0,0,0,0,0,0
0.0,14.0,520,12.0,0,0,0,0,0
1.0,18.0,590,15.0,1,1,1,1,1
0.0,6.0,579,26.0,1,0,0,0,0
0.0,8.0,672,46.0,1,1,1,1,1
4.0,8.0,601,16.0,0,0,0,0,0
5.0,16.0,591,13.0,0,0,0,0,0
23.0,35.0,577,34.0,0,0,0,0,0
1.0,9.0,581,23.0,1,1,0,0,0
0.0,2.0,603,8.0,1,1,1,1,1
11.0,29.0,636,5.0,1,0,0,0,0
23.0,42.0,651,13.0,0,0,0,0,0
0.0,2.0,618,12.0,0,0,0,0,0
2.0,6.0,583,36.0,1,1,1,0,0
21.0,68.0,650,15.0,0,0,0,0,0
8.0,31.0,602,40.0,0,0,0,0,0
0.0,3.0,550,60.0,1,1,0,0,0
0.0,1.0,605,26.0,0,0,0,0,0
10.0,36.0,584,24.0,0,0,0,0,0
1.0,4.0,647,22.0,0,0,0,0,0
0.0,4.0,583,14.0,1,1,1,1,1
10.0,18.0,591,2.0,0,0,0,0,0
0.0,31.0,588,13.0,1,1,1,1,1
6.0,10.0,664,6.0,1,1,0,0,0
2.0,13.0,583,36.0,1,0,0,0,0
3.0,10.0,606,25.0,0,0,0,0,0
3.0,7.0,550,18.0,0,0,0,0,0
13.0,39.0,591,11.0,0,0,0,0,0
3.0,11.0,733,23.0,0,0,0,0,0
5.0,15.0,653,3.0,0,0,0,0,0
1.0,5.0,607,14.0,1,0,0,0,0
0.0,13.0,593,7.0,0,0,0,0,0
5.0,25.0,560,5.0,0,0,0,0,0
9.0,26.0,594,22.0,0,0,0,0,0
5.0,15.0,564,4.0,0,0,0,0,0
42.0,69.0,710,9.0,0,0,0,0,0
2.0,12.0,583,36.0,0,0,0,0,0
0.0,5.0,550,69.0,0,0,0,0,0
8.0,23.0,683,2.0,0,0,0,0,0
4.0,9.0,637,17.0,1,0,0,0,0
5.0,27.0,587,13.0,1,0,0,0,0
0.0,2.0,584,8.0,0,0,0,0,0
5.0,12.0,595,19.0,1,0,0,0,0
7.0,24.0,550,14.0,0,0,0,0,0
3.0,15.0,570,47.0,1,1,0,0,0
2.0,21.0,607,10.0,0,0,0,0,0
0.0,3.0,611,43.0,1,1,1,1,1
11.0,43.0,606,3.0,1,0,0,0,0
0.0,17.0,655,5.0,0,0,0,0,0
5.0,20.0,578,10.0,0,0,0,0,0
0.0,8.0,613,11.0,0,0,0,0,0
7.0,12.0,594,7.0,0,0,0,0,0
3.0,14.0,562,16.0,1,0,0,0,0
1.0,13.0,616,37.0,0,0,0,0,0
8.0,16.0,622,14.0,1,1,1,1,0
2.0,10.0,623,6.0,0,0,0,0,0
2.0,12.0,619,16.0,1,1,0,0,0
16.0,35.0,601,55.0,0,0,0,0,0
16.0,46.0,715,6.0,1,0,0,0,0
8.0,18.0,601,28.0,0,0,0,0,0
5.0,15.0,578,21.0,1,1,0,0,0
1.0,8.0,566,30.0,0,0,0,0,0
0.0,1.0,600,15.0,1,0,0,0,0
4.0,21.0,615,37.0,0,0,0,0,0
1.0,6.0,659,3.0,1,0,0,0,0
5.0,7.0,600,23.0,0,0,0,0,0
0.0,11.0,581,11.0,1,1,1,1,1
5.0,13.0,624,13.0,0,0,0,0,0
7.0,20.0,622,37.0,0,0,0,0,0
0.0,14.0,550,30.0,1,1,1,1,1
4.0,25.0,677,27.0,0,0,0,0,0
2.0,6.0,722,12.0,0,0,0,0,0
1.0,13.0,576,2.0,1,1,0,0,0
6.0,22.0,560,11.0,1,1,0,0,0
1.0,16.0,665,12.0,0,0,0,0,0
8.0,34.0,609,29.0,0,0,0,0,0
2.0,13.0,593,5.0,0,0,0,0,0
1.0,2.0,620,24.0,0,0,0,0,0
6.0,12.0,697,7.0,0,0,0,0,0
7.0,26.0,615,50.0,1,1,1,1,1
0.0,13.0,620,11.0,1,1,1,1,1
2.0,25.0,626,12.0,0,0,0,0,0
0.0,24.0,563,32.0,1,0,0,0,0
0.0,11.0,556,17.0,1,1,1,1,1
4.0,11.0,599,9.0,1,0,0,0,0
7.0,25.0,597,71.0,0,0,0,0,0
0.0,3.0,622,17.0,0,0,0,0,0
11.0,30.0,629,9.0,0,0,0,0,0
6.0,6.0,557,5.0,1,0,0,0,0
0.0,4.0,570,8.0,1,0,0,0,0
9.0,22.0,583,10.0,1,0,0,0,0
5.0,15.0,636,1.0,0,0,0,0,0
0.0,3.0,641,32.0,0,0,0,0,0
13.0,17.0,550,48.0,0,0,0,0,0
0.0,5.0,685,12.0,0,0,0,0,0
8.0,18.0,550,66.0,1,1,1,1,1
18.0,40.0,573,24.0,1,0,0,0,0
1.0,7.0,608,12.0,0,0,0,0,0
0.0,0.0,576,13.0,1,0,0,0,0
0.0,4.0,550,60.0,0,0,0,0,0
11.0,46.0,649,4.0,1,1,0,0,0
1.0,15.0,579,30.0,1,1,0,0,0
3.0,15.0,581,8.0,0,0,0,0,0
1.0,14.0,647,27.0,0,0,0,0,0
0.0,5.0,620,21.0,0,0,0,0,0
0.0,5.0,558,58.0,1,1,1,1,1
6.0,18.0,610,4.0,0,0,0,0,0
0.0,3.0,613,7.0,0,0,0,0,0
0.0,10.0,562,74.0,1,1,1,0,0
0.0,0.0,574,4.0,0,0,0,0,0
1.0,13.0,613,48.0,1,0,0,0,0
0.0,6.0,550,6.0,1,1,1,1,1
16.0,20.0,577,22.0,0,0,0,0,0
12.0,30.0,550,19.0,1,0,0,0,0
4.0,28.0,677,8.0,0,0,0,0,0
0.0,12.0,581,10.0,1,1,1,1,1
5.0,12.0,564,19.0,0,0,0,0,0
1.0,15.0,565,49.0,0,0,0,0,0
1.0,6.0,622,4.0,1,0,0,0,0
5.0,5.0,607,33.0,0,0,0,0,0
3.0,5.0,641,24.0,1,0,0,0,0
8.0,18.0,697,14.0,0,0,0,0,0
2.0,9.0,703,3.0,0,0,0,0,0
1.0,4.0,640,4.0,1,1,1,0,0
6.0,11.0,606,48.0,0,0,0,0,0
3.0,19.0,613,17.0,1,0,0,0,0
4.0,26.0,551,24.0,0,0,0,0,0
1.0,12.0,649,10.0,0,0,0,0,0
13.0,23.0,607,22.0,0,0,0,0,0
0.0,14.0,611,36.0,1,1,1,1,1
6.0,22.0,635,10.0,1,0,0,0,0
0.0,10.0,579,54.0,1,1,1,1,1
5.0,22.0,602,5.0,0,0,0,0,0
6.0,14.0,552,4.0,0,0,0,0,0
1.0,21.0,720,6.0,0,0,0,0,0
7.0,21.0,631,19.0,1,0,0,0,0
4.0,15.0,557,26.0,1,1,1,1,1
0.0,3.0,610,16.0,0,0,0,0,0
5.0,7.0,586,7.0,0,0,0,0,0
0.0,10.0,623,54.0,1,0,0,0,0
2.0,8.0,616,36.0,0,0,0,0,0
2.0,21.0,599,28.0,0,0,0,0,0
11.0,33.0,612,7.0,1,0,0,0,0
8.0,17.0,589,39.0,1,0,0,0,0
7.0,21.0,647,4.0,0,0,0,0,0
11.0,14.0,667,14.0,0,0,0,0,0
1.0,4.0,550,58.0,1,1,0,0,0
7.0,20.0,614,6.0,0,0,0,0,0
13.0,47.0,623,24.0,0,0,0,0,0
6.0,25.0,633,4.0,0,0,0,0,0
0.0,8.0,638,71.0,1,0,0,0,0
4.0,4.0,629,14.0,0,0,0,0,0
2.0,10.0,598,6.0,0,0,0,0,0
0.0,9.0,551,18.0,0,0,0,0,0
10.0,32.0,598,10.0,0,0,0,0,0
16.0,36.0,584,6.0,0,0,0,0,0
1.0,8.0,594,7.0,0,0,0,0,0
1.0,8.0,550,28.0,0,0,0,0,0
0.0,5.0,592,17.0,0,0,0,0,0
0.0,1.0,604,15.0,0,0,0,0,0
11.0,26.0,613,3.0,0,0,0,0,0
18.0,37.0,674,4.0,1,0,0,0,0
5.0,13.0,599,4.0,1,0,0,0,0
3.0,7.0,551,18.0,1,1,1,1,1
0.0,0.0,629,14.0,0,0,0,0,0
0.0,8.0,556,23.0,0,0,0,0,0
5.0,25.0,601,56.0,1,1,0,0,0
0.0,6.0,583,1.0,0,0,0,0,0
1.0,1.0,598,33.0,0,0,0,0,0
0.0,1.0,596,19.0,1,1,1,1,1
0.0,2.0,572,7.0,1,1,1,1,1
0.0,8.0,588,35.0,1,1,0,0,0
0.0,10.0,571,38.0,1,1,1,1,1
4.0,20.0,584,20.0,1,1,0,0,0
2.0,13.0,592,4.0,1,1,0,0,0
0.0,18.0,659,16.0,1,1,1,0,0
5.0,26.0,611,25.0,0,0,0,0,0
6.0,14.0,642,12.0,0,0,0,0,0
7.0,17.0,621,9.0,0,0,0,0,0
4.0,13.0,608,11.0,0,0,0,0,0
1.0,22.0,585,16.0,1,1,1,1,1
8.0,23.0,614,7.0,0,0,0,0,0
0.0,4.0,591,20.0,1,1,1,0,0
1.0,4.0,604,62.0,0,0,0,0,0
1.0,5.0,565,17.0,1,1,0,0,0
0.0,15.0,635,13.0,1,1,0,0,0
0.0,17.0,550,32.0,1,1,1,1,1
0.0,3.0,611,14.0,0,0,0,0,0
5.0,19.0,618,26.0,0,0,0,0,0
0.0,4.0,662,8.0,0,0,0,0,0
12.0,37.0,605,8.0,1,0,0,0,0
5.0,12.0,608,24.0,1,0,0,0,0
2.0,9.0,590,6.0,1,0,0,0,0
0.0,2.0,551,16.0,0,0,0,0,0
0.0,9.0,571,10.0,1,0,0,0,0
5.0,18.0,632,6.0,0,0,0,0,0
21.0,50.0,575,28.0,0,0,0,0,0
1.0,13.0,562,15.0,1,1,1,1,1
1.0,13.0,597,15.0,1,1,1,1,1
2.0,3.0,559,11.0,0,0,0,0,0
3.0,27.0,619,12.0,1,1,1,1,1
13.0,29.0,640,4.0,0,0,0,0,0
2.0,8.0,591,15.0,0,0,0,0,0
3.0,24.0,615,7.0,0,0,0,0,0
1.0,9.0,624,14.0,0,0,0,0,0
1.0,12.0,558,15.0,0,0,0,0,0
3.0,23.0,603,9.0,1,0,0,0,0
0.0,12.0,594,24.0,0,0,0,0,0
0.0,23.0,588,44.0,1,1,1,1,1
6.0,44.0,613,2.0,0,0,0,0,0
1.0,8.0,609,9.0,1,1,1,1,1
2.0,7.0,575,86.0,0,0,0,0,0
7.0,21.0,628,19.0,1,0,0,0,0
6.0,12.0,586,5.0,0,0,0,0,0
6.0,11.0,620,10.0,0,0,0,0,0
1.0,1.0,557,35.0,0,0,0,0,0
11.0,18.0,597,29.0,0,0,0,0,0
0.0,1.0,550,34.0,0,0,0,0,0
0.0,1.0,654,15.0,0,0,0,0,0
1.0,11.0,582,11.0,1,1,1,1,1
2.0,6.0,551,3.0,0,0,0,0,0
2.0,6.0,575,33.0,0,0,0,0,0
0.0,4.0,615,18.0,1,1,0,0,0
1.0,2.0,595,13.0,0,0,0,0,0
17.0,35.0,653,15.0,0,0,0,0,0
11.0,17.0,697,4.0,0,0,0,0,0
1.0,2.0,617,35.0,1,1,1,1,1
5.0,12.0,596,14.0,0,0,0,0,0
0.0,4.0,619,5.0,1,1,1,1,1
0.0,10.0,592,29.0,1,1,1,1,1
1.0,21.0,594,4.0,1,1,0,0,0
0.0,1.0,588,15.0,1,1,1,1,1
2.0,8.0,580,14.0,1,1,0,0,0
19.0,43.0,691,2.0,0,0,0,0,0
9.0,34.0,579,45.0,0,0,0,0,0
10.0,17.0,558,42.0,0,0,0,0,0
0.0,10.0,585,14.0,1,1,1,1,1
19.0,52.0,639,17.0,0,0,0,0,0
5.0,12.0,646,6.0,0,0,0,0,0
0.0,1.0,586,33.0,0,0,0,0,0
5.0,13.0,598,25.0,0,0,0,0,0
0.0,8.0,550,11.0,1,1,1,1,1
1.0,30.0,744,12.0,1,0,0,0,0
1.0,8.0,571,3.0,1,0,0,0,0
